"";"data_coleta_dados";"comite";"comite_numero";"nome_reuniao";"data_reuniao";"data_postagem";"url_link";"numero_link";"formato_link"
"1";2020-10-12;"Paraíba do Sul";2;NA;NA;NA;NA;NA;NA
"2";2020-10-12;"Litoral Norte";3;"Ata da 3ª Reunião Ordinária de 2019 do CBH-LN";2019-12-13;2020-09-01;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-LN/19020/ata_3-reunia-o_ordina-ria_cbh-ln_2019.pdf";"ata_1";".pdf"
"3";2020-10-12;"Litoral Norte";3;"Ata da 2ª Reunião Ordinária de 2019 do CBH-LN";2019-07-26;2019-12-18;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-LN/18640/ata_2areuniao_ordinaria_cbh-ln_2019.pdf";"ata_1";".pdf"
"4";2020-10-12;"Litoral Norte";3;"Ata da 1ª Reunião Ordinária de 2019 do CBH-LN";2019-03-29;2019-07-31;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-LN/17414/ata_1-reuniao_ordinaria_cbh-ln_2019.pdf";"ata_1";".pdf"
"5";2020-10-12;"Litoral Norte";3;"Ata da 2ª Reunião Ordinária de 2018 do CBH-LN";2018-12-14;2019-04-04;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-LN/15152/ata_2-reuniao_ordinaria_cbh-ln_2018.pdf";"ata_1";".pdf"
"6";2020-10-12;"Litoral Norte";3;"Ata da 1ª Reunião Ordinária do CBH-LN em 2018";2018-06-28;2019-02-05;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-LN/14080/ata_1-reuniao_ordinaria_cbh-ln_2018.pdf";"ata_1";".pdf"
"7";2020-10-12;"Litoral Norte";3;"Ata da 1ª Reunião Extraordinária do CBH-LN em 2018";2018-05-18;2018-07-04;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-LN/13799/ata-da-1-reuniao-extraordinaria-do-cbh-ln-2018.pdf";"ata_1";".pdf"
"8";2020-10-12;"Litoral Norte";3;"Ata da 3ª Reunião Ordinária do CBH-LN em 2017";2017-12-15;2018-07-04;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-LN/13798/ata-da-3-reuniao-ordinaria-do-cbh-ln-2017.pdf";"ata_1";".pdf"
"9";2020-10-12;"Litoral Norte";3;"Ata da 1ª Reunião Extrardinária do CBH-LN em 2017";2017-10-19;2018-07-04;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-LN/13797/ata_1-reuniao_extraordinaria_cbh-ln.pdf";"ata_1";".pdf"
"10";2020-10-12;"Litoral Norte";3;"Ata da 2ª Reunião Ordinária do CBH-LN em 2017";2017-06-30;2018-07-04;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-LN/13796/ata-da-2-reuniao-ordinaria-do-cbh.pdf";"ata_1";".pdf"
"11";2020-10-12;"Litoral Norte";3;"Ata da 1ª Reunião Ordinária do CBH-LN em 2017";2017-03-24;2018-07-04;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-LN/13795/ata-plenaria-24-03-2017.pdf";"ata_1";".pdf"
"12";2020-10-12;"Litoral Norte";3;"Ata da 2ª Reunião Ordinária do CBH-LN em 2016";2016-12-16;2017-03-28;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-LN/12076/ata-plenaria-16-12-2016.pdf";"ata_1";".pdf"
"13";2020-10-12;"Litoral Norte";3;"Ata da 1ª Reunião Ordinária do CBH-LN em 2016";2016-06-17;2016-12-20;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-LN/11876/ata-plenaria-17-06-2016.pdf";"ata_1";".pdf"
"14";2020-10-12;"Litoral Norte";3;"Ata da 1ª Reunião Ordinária do CBH-LN em 2015";2015-03-27;2015-08-04;"http://www.sigrh.sp.gov.br/public/uploads/records/9253/ata-plenaria-27-03-2015.pdf";"ata_1";".pdf"
"15";2020-10-12;"Litoral Norte";3;"Ata III Reunião Ordinária de 2014";2014-12-12;2015-03-30;"http://www.sigrh.sp.gov.br/public/uploads/records/8560/ata-plenaria-12-12-2014.pdf";"ata_1";".pdf"
"16";2020-10-12;"Litoral Norte";3;"Ata da 1ª Reunião Extraordinária do CBH-LN em 2014";2014-10-17;2014-12-12;"http://www.sigrh.sp.gov.br/public/uploads/records/8177/ata-plenaria-17-10-2014.pdf";"ata_1";".pdf"
"17";2020-10-12;"Litoral Norte";3;"Ata da 2ª Reunião Ordinária do CBH-LN em 2014";2014-09-05;2014-10-17;"http://www.sigrh.sp.gov.br/public/uploads/records/8178/ata-ii-reuniao-plenaia-cbh-ln-05-09-2014.pdf";"ata_1";".pdf"
"18";2020-10-12;"Litoral Norte";3;"Ata da 1ª Reunião Ordinária do CBH-LN em 2014";2014-04-02;2014-09-05;"http://www.sigrh.sp.gov.br/public/uploads/records/8179/ata-plenaria-02_04_2014.pdf";"ata_1";".pdf"
"19";2020-10-12;"Litoral Norte";3;"ATA DA 2ª REUNIÃO ORDINÁRIA DO CBH-LN EM 2010";2010-07-23;2010-10-25;"http://www.sigrh.sp.gov.br/public/uploads/records/1289/ata-plenaria-23-07-2010.pdf";"ata_1";".pdf"
"20";2020-10-12;"Litoral Norte";3;"ATA DA 1ª REUNIÃO ORDINÁRIA DO CBH-LN EM 2010";2010-03-19;2010-10-25;"http://www.sigrh.sp.gov.br/public/uploads/records/1288/ata-plenaria-19-03-2010.pdf";"ata_1";".pdf"
"21";2020-10-12;"Litoral Norte";3;"ATA DA 3ª REUNIÃO ORDINÁRIA DO CBH-LN EM 2009";2009-12-11;2010-10-25;"http://www.sigrh.sp.gov.br/public/uploads/records/1287/ata-plenaria-28-11-2008-final.doc";"ata_1";".doc"
"22";2020-10-12;"Litoral Norte";3;"ATA DA  2ª REUNIÃO ORDINÁRIA DO CBH-LN EM 2009";2009-05-29;2010-10-25;"http://www.sigrh.sp.gov.br/public/uploads/records/1286/ata-plenaria-29-05-2009.pdf";"ata_1";".pdf"
"23";2020-10-12;"Litoral Norte";3;"ATA DA 1ª REUNIÃO ORDINÁRIA DO CBH-LN EM 2009";2009-03-13;2009-06-18;"http://www.sigrh.sp.gov.br/public/uploads/records/1090/ata-plenaria-13-03-2009.doc";"ata_1";".doc"
"24";2020-10-12;"Litoral Norte";3;"ATA DA 2ª REUNIÃO ORDINÁRIA DO CBH-LN EM 2008";2008-12-28;2009-03-24;"http://www.sigrh.sp.gov.br/public/uploads/records/1082/ata-plenaria-28-11-2008-final.doc";"ata_1";".doc"
"25";2020-10-12;"Litoral Norte";3;"ATA DA 2ª REUNIÃO EXTRAORDINÁRIA ";2008-07-15;2008-12-08;"http://www.sigrh.sp.gov.br/public/uploads/records/1038/ata-plenaria-15-07-2008.doc";"ata_1";".doc"
"26";2020-10-12;"Litoral Norte";3;"ATA DA 2ª REUNIÃO PLENÁRIA DO CBH-LN EM 2008";2008-06-16;2008-07-17;"http://www.sigrh.sp.gov.br/public/uploads/records/977/ata-plenaria-16-06-08-0.doc";"ata_1";".doc"
"27";2020-10-12;"Litoral Norte";3;"ATA DA 2ª REUNIÃO PLENÁRIA DO CBH-LN EM 2008";2008-06-16;2008-07-17;"http://www.sigrh.sp.gov.br/public/uploads/records/977/ata-plenaria-16-06-08.doc";"ata_2";".doc"
"28";2020-10-12;"Litoral Norte";3;"ATA DA 1ª REUNIÃO ORDINÁRIA DO CBH-LN EM 2008";2008-03-07;2008-06-26;"http://www.sigrh.sp.gov.br/public/uploads/records/976/ata-plenaria-7-03-2008.doc";"ata_1";".doc"
"29";2020-10-12;"Litoral Norte";3;"ATA DA 4ª REUNIÃO ORDINÁRIA DO CBH-LN EM 2007";2007-12-07;2008-03-13;"http://www.sigrh.sp.gov.br/public/uploads/records/947/ata-plenaria-do-cbh-ln-7-12-2007.doc";"ata_1";".doc"
"30";2020-10-12;"Litoral Norte";3;"ATA DA 3ª REUNIÃO ORDINÁRIA DO CBH-LN EM 2007";2007-08-31;2007-12-14;"http://www.sigrh.sp.gov.br/public/uploads/records/926/ata-reuniao-plenaria-31-8-07.doc";"ata_1";".doc"
"31";2020-10-12;"Litoral Norte";3;"ATA DA 2ª REUNIÃO PLENÁRIA DO CBH-LN EM 2007";2007-06-01;2007-09-06;"http://www.sigrh.sp.gov.br/public/uploads/records/909/ata-01-de-junho-de-07.doc";"ata_1";".doc"
"32";2020-10-12;"Litoral Norte";3;"ATA DA 1ª REUNIÃO PLENÁRIA DO CBH-LN EM 2007";2007-03-02;2007-06-04;"http://www.sigrh.sp.gov.br/public/uploads/records/885/ata-reuniao-2-3-2007.doc";"ata_1";".doc"
"33";2020-10-12;"Litoral Norte";3;"ATA DA 4ª REUNIÃO PLENÁRIA DO CBH-LN";2006-12-01;2007-05-22;"http://www.sigrh.sp.gov.br/public/uploads/records/883/ata-reuniao-011206.doc";"ata_1";".doc"
"34";2020-10-12;"Litoral Norte";3;"ATA DA 3ª REUNIÃO PLENÁRIA DO CBH-LN ";2006-12-01;2007-05-22;"http://www.sigrh.sp.gov.br/public/uploads/records/884/ata-plenaria-06-10-2006.doc";"ata_1";".doc"
"35";2020-10-12;"Litoral Norte";3;"Ata da Reunião de 19 de Maio de 2006";2006-10-06;2006-10-25;"http://www.sigrh.sp.gov.br/public/uploads/records/835/ata-reuniao-19-de-maio-revisada.doc";"ata_1";".doc"
"36";2020-10-12;"Litoral Norte";3;" Ata da 1ª Reunião Ordinária de 2006 ";2006-02-08;2006-07-06;"http://www.sigrh.sp.gov.br/public/uploads/records/820/ata-8-de-fevereiro-06.doc";"ata_1";".doc"
"37";2020-10-12;"Litoral Norte";3;"Ata da 3ª Reunião Ordinária de 2005";2005-12-02;2006-02-22;"http://www.sigrh.sp.gov.br/public/uploads/records/726/ata-de-02-12-05.htm";"ata_1";".htm"
"38";2020-10-12;"Litoral Norte";3;"Ata da 2ª Reunião Ordinária de 2005 ";2005-05-20;2006-02-06;"http://www.sigrh.sp.gov.br/public/uploads/records/724/ata-reuniao-20-maio-05.doc";"ata_1";".doc"
"39";2020-10-12;"Litoral Norte";3;"Ata da 1ª Reunião Ordinária de 2005 do CBH-LN";2005-05-04;2007-09-06;"http://www.sigrh.sp.gov.br/public/uploads/records/910/ata-4-de-marco-05.doc";"ata_1";".doc"
"40";2020-10-12;"Litoral Norte";3;"Ata da 2ª Reunião Ordinária de 2004 do CBH-LN";2004-12-03;2007-09-06;"http://www.sigrh.sp.gov.br/public/uploads/records/911/cbh-ln-ata-3-de-dezembro-04.doc";"ata_1";".doc"
"41";2020-10-12;"Litoral Norte";3;"Ata da reunião da CTTEA de set. 2004";2004-10-28;2004-10-04;"http://www.sigrh.sp.gov.br/public/uploads/records/621/ata-09-04.doc";"ata_1";".doc"
"42";2020-10-12;"Litoral Norte";3;"Ata da I reunião ordinária do CBHLN de 2004";2004-01-22;2004-07-20;"http://www.sigrh.sp.gov.br/public/uploads/records/588/cbh-ln-ata-da-22-01-041.doc";"ata_1";".doc"
"43";2020-10-12;"Litoral Norte";3;"Ata da 3° reunião ordinária do CBHLN de 2003";2003-11-19;2004-07-20;"http://www.sigrh.sp.gov.br/public/uploads/records/589/ata-reuniao-19-11-03.doc";"ata_1";".doc"
"44";2020-10-12;"Litoral Norte";3;"Ata da 2ª reunião do CBHLN de 2003";2003-05-15;2004-07-20;"http://www.sigrh.sp.gov.br/public/uploads/records/587/ata-cbh-ln-15-5-03-final.doc";"ata_1";".doc"
"45";2020-10-12;"Litoral Norte";3;"Ata da reunião ordinária do CBHLN de 2001";2001-04-05;2004-07-20;"http://www.sigrh.sp.gov.br/public/uploads/records/586/ata-5-de-abril.doc";"ata_1";".doc"
"46";2020-10-12;"Litoral Norte";3;"Ata da 5ª Reunião Extraordinária do CBH-LN";1999-09-15;NA;"http://www.sigrh.sp.gov.br/public/uploads/records/397/ataex0599ln.html";"ata_1";".html"
"47";2020-10-12;"Litoral Norte";3;"Ata da 4ª Reunião Extraordinária do CBH-LN";1999-08-26;NA;"http://www.sigrh.sp.gov.br/public/uploads/records/393/ataex0499ln.html";"ata_1";".html"
"48";2020-10-12;"Litoral Norte";3;"Ata da 3ª Reunião Extraordinária do Comitê das Bacias Hidrográfica do Litoral Norte - CBH-LN - 1999";1999-07-15;NA;"http://www.sigrh.sp.gov.br/public/uploads/records/388/ataex0399ln.html";"ata_1";".html"
"49";2020-10-12;"Litoral Norte";3;"Ata da 1ª Reunião Ordinária do Comitê das Bacias Hidrográficas do Litoral Norte 1999";1999-06-15;NA;"http://www.sigrh.sp.gov.br/public/uploads/records/304/ata0199ln.html";"ata_1";".html"
"50";2020-10-12;"Litoral Norte";3;"Ata da 2ª Reunião Extraordinária do Comitê das Bacias Hidrográficas do Litoral Norte - 1999";1999-05-11;NA;"http://www.sigrh.sp.gov.br/public/uploads/records/381/ataex0299ln.html";"ata_1";".html"
"51";2020-10-12;"Litoral Norte";3;"Ata da 1ª Reunião do Comitê das Bacias Hidrográfica do Litoral Norte - 1998";1998-09-01;NA;"http://www.sigrh.sp.gov.br/public/uploads/records/302/ata0198ln.html";"ata_1";".html"
"52";2020-10-12;"Litoral Norte";3;"Ata da 1ª Reunião Extraordinária - CBH-LN/1998";1998-04-23;NA;"http://www.sigrh.sp.gov.br/public/uploads/records/375/ataex0198ln.html";"ata_1";".html"
"53";2020-10-12;"Litoral Norte";3;"Ata da 4ª Reunião Extraordinária do Comitê das Bacias Hidrográficas do Litoral Norte - 1997";1997-12-10;NA;"http://www.sigrh.sp.gov.br/public/uploads/records/391/ataex0497ln.html";"ata_1";".html"
"54";2020-10-12;"Litoral Norte";3;"Ata da 3ª Reunião Extraorninária do CBH-LN";1997-11-13;NA;"http://www.sigrh.sp.gov.br/public/uploads/records/385/ataex0397ln.htm";"ata_1";".htm"
"55";2020-10-12;"Litoral Norte";3;"Ata da 3ª Reunião Extraordinária do Comitê das Bacias Hidrográfica do Litoral Norte - 1997";1997-11-13;NA;"http://www.sigrh.sp.gov.br/public/uploads/records/403/ataex10397ln.html";"ata_1";".html"
"56";2020-10-12;"Litoral Norte";3;"Ata da 3ª Reunião Extraordinária do CBH-LN";1997-11-13;NA;"http://www.sigrh.sp.gov.br/public/uploads/records/383/ataex0397a_ln.html";"ata_1";".html"
"57";2020-10-12;"Litoral Norte";3;"Ata da 1ª Reunião Extraordinária do Comitê das Bacias Hidrográficas do Litoral Norte - 1997";1997-09-19;NA;"http://www.sigrh.sp.gov.br/public/uploads/records/373/ataex0197ln.html";"ata_1";".html"
"58";2020-10-12;"Litoral Norte";3;"Ata da Reunião de Lançamento do Comitê de Bacias Hidrográficas do Litoral Norte - 1997";1997-08-02;NA;"http://www.sigrh.sp.gov.br/public/uploads/records/413/atalanc97ln.html";"ata_1";".html"
"59";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 10ª Reunião Ordinária Conjunta dos Comitês PCJ (CBH-PCJ e PCJ FEDERAL)";2020-06-30;2020-09-04;"https://drive.google.com/file/d/1aM0OV2_wBgpcRZ3_L4L6wvP3KFr3TMgk/view?usp=sharing";"ata_2";"drive.google"
"60";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 10ª Reunião Ordinária Conjunta dos Comitês PCJ (CBH-PCJ e PCJ FEDERAL)";2020-06-30;2020-09-04;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-PCJ/19036/ata_10-ordconjcompcj_video_30_06_2020.pdf";"ata_1";".pdf"
"61";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 9ª Reunião Ordinária Conjunta dos Comitês PCJ (CBH-PCJ e PCJ FEDERAL)";2019-12-13;2020-08-06;"https://drive.google.com/file/d/1EDBs-2GniZuqLziCibRpDCSV9fWRERvF/view";"ata_2";"drive.google"
"62";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 9ª Reunião Ordinária Conjunta dos Comitês PCJ (CBH-PCJ e PCJ FEDERAL)";2019-12-13;2020-08-06;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-PCJ/18996/9-ord-conjunta_13-12-19.pdf";"ata_1";".pdf"
"63";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 19ª Reunião Extraordinária dos Comitês PCJ";2019-07-26;2019-12-17;"https://drive.google.com/file/d/1revvMThiZBoHm7rw-PaxUM_6gVXEo42J/view";"ata_2";"drive.google"
"64";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 19ª Reunião Extraordinária dos Comitês PCJ";2019-07-26;2019-12-17;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-PCJ/18631/ata_19-extra-cmtspcj_saltinho_27-07-19.pdf";"ata_1";".pdf"
"65";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 23ª Reunião Ordinária dos Comitês PCJ";2019-06-28;2019-07-31;"https://drive.google.com/file/d/1yzyAVyfPdMuu_hFWqaIpFZ15PFZpnWPy/view";"ata_2";"drive.google"
"66";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 23ª Reunião Ordinária dos Comitês PCJ";2019-06-28;2019-07-31;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-PCJ/17409/ata_23-ord-cmtspcj_piracicaba_28-06-19.pdf";"ata_1";".pdf"
"67";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 18ª Reunião Extraordinária dos Comitês PCJ";2019-04-25;2019-07-01;"https://drive.google.com/a/baciaspcj.org.br/file/d/1XHW9UdCu9d9eF0U9Bo0D_ddUxGQH3U-s/view?usp=sharing";"ata_2";"drive.google"
"68";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 18ª Reunião Extraordinária dos Comitês PCJ";2019-04-25;2019-07-01;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-PCJ/16320/18-extra-comitespcj_25-04-19.pdf";"ata_1";".pdf"
"69";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 17ª Reunião Extraordinária dos Comitês PCJ";2019-03-29;2019-04-26;"https://drive.google.com/file/d/1GK--MNzwnQGgaEAUK54RbdCSRERjqGN2/view";"ata_2";"drive.google"
"70";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 17ª Reunião Extraordinária dos Comitês PCJ";2019-03-29;2019-04-26;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-PCJ/16230/ata_17-extra-cmtspcj_piracicaba_29-03-19.pdf";"ata_1";".pdf"
"71";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 22ª Reunião Ordinária dos Comitês PCJ";2018-12-14;2019-04-02;"https://drive.google.com/a/baciaspcj.org.br/file/d/1ZJ3HQZLOvwnlVbiVjSXewt6epZ7TImkG/view?usp=sharing";"ata_2";"drive.google"
"72";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 22ª Reunião Ordinária dos Comitês PCJ";2018-12-14;2019-04-02;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-PCJ/15139/ata_22-ord-cmtspcj_rio-das-pedras_14-12-18.pdf";"ata_1";".pdf"
"73";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 16ª Reunião Extraordinária dos Comitês PCJ";2018-06-28;2019-04-02;"https://drive.google.com/a/baciaspcj.org.br/file/d/1082VrbLWSshCKW1gwQHO5yjOBweEqwOP/view?usp=sharing";"ata_2";"drive.google"
"74";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 16ª Reunião Extraordinária dos Comitês PCJ";2018-06-28;2019-04-02;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-PCJ/15138/ata_16-extra-comitespcj_28-06-18.pdf";"ata_1";".pdf"
"75";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 21ª Reunião Ordinária dos Comitês PCJ";2018-04-27;2018-07-30;"https://drive.google.com/file/d/1wiYuWwDSA41_KLDDsylmV-0VbgzXymlB/view";"ata_2";"drive.google"
"76";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 21ª Reunião Ordinária dos Comitês PCJ";2018-04-27;2018-07-30;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-PCJ/13852/21-ord_comitespcj_27-04-18.pdf";"ata_1";".pdf"
"77";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 20ª Reunião Ordinária dos Comitês PCJ";2017-12-15;2018-05-04;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-PCJ/13687/20-ord_comitespcj_15-12-17.pdf";"ata_1";".pdf"
"78";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 15ª Reunião Extraordinária dos Comitês PCJ";2017-08-11;2017-12-19;"https://drive.google.com/a/agenciapcj.org.br/file/d/1fC6eRDQT5mpW0luuSENGrAJQuqUIzmgx/view?usp=sharing";"ata_2";"drive.google"
"79";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 15ª Reunião Extraordinária dos Comitês PCJ";2017-08-11;2017-12-19;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-PCJ/12477/ata_15-extra-cmtspcj_holambra_11-08-17.pdf";"ata_1";".pdf"
"80";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 19ª Reunião Ordinária dos Comitês PCJ";2017-03-31;2017-08-31;"http://comitespcj.org.br/images/Download/19-Ord_ComitesPCJ_31-03-17.pdf";"ata_2";".pdf"
"81";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 19ª Reunião Ordinária dos Comitês PCJ";2017-03-31;2017-08-31;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-PCJ/12272/19-ord_comitespcj_31-03-17.pdf";"ata_1";".pdf"
"82";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 18ª Reunião Ordinária dos Comitês PCJ";2016-12-16;2017-04-05;"http://comitespcj.org.br/images/Download/18-Ord_ComitesPCJ_16-12-16.pdf";"ata_2";".pdf"
"83";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 18ª Reunião Ordinária dos Comitês PCJ";2016-12-16;2017-04-05;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-PCJ/12109/18-ord_comitespcj_16-12-16.pdf";"ata_1";".pdf"
"84";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 17ª Reunião Ordinária dos Comitês PCJ";2016-06-24;2016-12-28;"http://comitespcj.org.br/images/Download/17-Ord_ComitesPCJ_24-06-16.pdf";"ata_2";".pdf"
"85";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 17ª Reunião Ordinária dos Comitês PCJ";2016-06-24;2016-12-28;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-PCJ/11908/ata_17-ord-cmtspcj_extrema_24-06-16.pdf";"ata_1";".pdf"
"86";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 16ª Reunião Ordinária dos Comitês PCJ";2015-12-04;2016-06-28;"http://comitespcj.org.br/images/Download/16-Ord_ComitesPCJ_04-12-15.pdf";"ata_2";".pdf"
"87";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 16ª Reunião Ordinária dos Comitês PCJ";2015-12-04;2016-06-28;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-PCJ/10686/16-ord_comitespcj_04-12-15.pdf";"ata_1";".pdf"
"88";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 14ª Reunião Extraordinária dos Comitês PCJ";2015-10-23;2016-02-01;"http://comitespcj.org.br/images/Download/14-Ext_ComitesPCJ_23-10-15.pdf";"ata_2";".pdf"
"89";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 14ª Reunião Extraordinária dos Comitês PCJ";2015-10-23;2016-02-01;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-PCJ/10514/14-ext_comitespcj_23-10-15.pdf";"ata_1";".pdf"
"90";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 13ª Reunião Extraordinária dos Comitês PCJ";2015-08-12;2016-02-01;"http://comitespcj.org.br/images/Download/13-Ext_ComitesPCJ_12-08-15.pdf";"ata_2";".pdf"
"91";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 13ª Reunião Extraordinária dos Comitês PCJ";2015-08-12;2016-02-01;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-PCJ/10513/13-ext_comitespcj_12-08-15.pdf";"ata_1";".pdf"
"92";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 15ª Reunião Ordinária dos Comitês PCJ";2015-03-27;2016-02-01;"http://comitespcj.org.br/images/Download/15-Ord_ComitesPCJ_27-03-15.pdf";"ata_2";".pdf"
"93";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 15ª Reunião Ordinária dos Comitês PCJ";2015-03-27;2016-02-01;"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-PCJ/10512/15-ord_comitespcj_27-03-15.pdf";"ata_1";".pdf"
"94";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 14ª Reunião Ordinária dos Comitês PCJ";2014-12-12;2015-04-06;"http://www.sigrh.sp.gov.br/public/uploads/records/8728/ata-da-14-reuniao-ordinaria-dos-comites-pcj_-realizada-em-12_12_2014-corrigida.pdf";"ata_1";".pdf"
"95";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 12ª Reunião Extraordinária dos Comitês PCJ";2014-09-26;2015-02-20;"http://comitespcj.org.br/images/Download/12-Ext_ComitesPCJ_26-09-14.pdf";"ata_2";".pdf"
"96";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 12ª Reunião Extraordinária dos Comitês PCJ";2014-09-26;2015-02-20;"http://www.sigrh.sp.gov.br/public/uploads/records/8412/12-ext_comitespcj_26-09-14-1.pdf";"ata_1";".pdf"
"97";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 11ª Reunião Extraordinária dos Comitês PCJ";2014-08-08;2015-02-20;"http://comitespcj.org.br/images/Download/11-Ext_ComitesPCJ_08-08-14.pdf";"ata_2";".pdf"
"98";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 11ª Reunião Extraordinária dos Comitês PCJ";2014-08-08;2015-02-20;"http://www.sigrh.sp.gov.br/public/uploads/records/8411/11-ext_comitespcj_08-08-14.pdf";"ata_1";".pdf"
"99";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 13ª Reunião Ordinária dos Comitês PCJ";2014-03-27;2015-02-20;"http://comitespcj.org.br/images/Download/13-Ord_ComitesPCJ_27-03-14.pdf";"ata_2";".pdf"
"100";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 13ª Reunião Ordinária dos Comitês PCJ";2014-03-27;2015-02-20;"http://www.sigrh.sp.gov.br/public/uploads/records/8410/13-ord_comitespcj_27-03-14.pdf";"ata_1";".pdf"
"101";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 12ª Reunião Ordinária dos Comitês PCJ";2013-11-07;2014-04-25;"http://www.sigrh.sp.gov.br/public/uploads/records/2264/ata_12rd-cmtspcj_campinas_07-11-13-corrigido.pdf";"ata_1";".pdf"
"102";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 11ª Reunião Ordinária dos Comitês PCJ";2013-03-27;2014-04-25;"http://comitespcj.org.br/images/Download/11-Ord_ComitesPCJ_27-03-13.pdf";"ata_1";".pdf"
"103";2020-10-12;"Piracicaba/Capivari/Jundiaí";5;"Ata da 10ª Reunião Ordinária dos Comitês PCJ";2012-12-14;2014-04-25;"http://comitespcj.org.br/images/Download/10-Ord_ComitesPCJ_14-12-12.pdf";"ata_1";".pdf"
