"";"data_coleta_dados";"site_coleta";"comite";"n_ugrhi";"nome_reuniao";"data_reuniao";"data_postagem";"numero_link";"url_link"
"1";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária do CBH-SM";2019-11-12;2020-07-24;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-SM/18931/ata-reuniao-plenaria-cbh-sm-12-11-2019-publicar.pdf"
"2";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária do CBH-SM";2019-06-18;2019-12-10;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-SM/18595/ata-reuniao-plenaria-cbh-sm-18-06-2019-publicar.pdf"
"3";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária do CBH-SM";2019-03-29;2019-06-19;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-SM/16296/ata-reuniao-plenaria-cbh-sm-29-03-2019-publicar.pdf"
"4";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária do CBH-SM";2019-02-14;2019-03-29;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-SM/15129/ata-reuniao-da-sociedade-civil-14-02-2019.pdf"
"5";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária do CBH-SM";2018-12-13;2019-03-29;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-SM/15128/ata-reuniao-plenaria-cbh-sm-13-12-2018-publicar.pdf"
"6";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião com o segmento Estado do CBH-SM";2018-08-15;2018-12-12;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-SM/15135/ata-reuniao-membros-do-estado-15-08-2018.pdf"
"7";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária do CBH-SM";2018-06-21;2018-12-13;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-SM/13991/ata-reuniao-plenaria-cbh-sm-21-06-2018-publicar.pdf"
"8";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária do CBH-SM";2017-12-12;2018-06-21;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-SM/13770/ata-reuniao-plenaria-cbh-sm-12-12-2017-publicar.pdf"
"9";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária do CBH-SM";2017-06-22;2017-12-13;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-SM/12411/ata-reuniao-plenaria-cbh-sm-22-06-2017-publicar.pdf"
"10";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária do CBH-SM";2017-03-31;2017-06-23;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-SM/12196/ata-reuniao-plenaria-cbh-sm-31-03-2017-publicar.pdf"
"11";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião com as Câmaras Municipais da UGRHI 1";2017-02-22;2017-03-31;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-SM/15134/ata-camaras-municipais-001.jpg"
"12";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária da Sociedade Civil do CBH-SM";2017-02-14;2017-03-31;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-SM/15133/ata-sociedade-civil-14-02-2017-001.jpg"
"13";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária da Sociedade Civil do CBH-SM";2017-02-14;2017-03-31;"ata_2";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-SM/15133/ata-sociedade-civil-14-02-2017-002.jpg"
"14";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária do CBH-SM";2016-12-13;2017-04-03;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-SM/12097/ata-reuniao-plenaria-cbh-sm-13-12-2016-publicar.pdf"
"15";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária do CBH-SM";2016-06-23;2017-01-02;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-SM/11934/ata-reuniao-plenaria-cbh-sm-23-06-2016-publicar.pdf"
"16";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária do CBH-SM";2016-05-13;2016-06-27;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-SM/10680/ata-reuniao-plenaria-cbh-sm-13-05-2016-publicar.pdf"
"17";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião da Reunião da Sociedade Civil do CBH-SM";2016-02-02;2016-05-16;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-SM/10627/ata-reuniao-da-sociedade-civil-02-02-2016.pdf"
"18";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária do CBH-SM";2015-12-08;2016-05-16;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-SM/10626/ata-reuniao-plenaria-cbh-sm-08-12-2015-publicar.pdf"
"19";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária do CBH-SM";2015-07-15;2015-12-10;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-SM/10398/ata-reuniao-plenaria-cbh-sm-15-07-2015-publicacao.pdf"
"20";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária do CBH-SM";2015-03-31;2015-07-27;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-SM/9229/ata-reuniao-plenaria-cbh-sm-31-03-2015-publicacao.pdf"
"21";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião com as Câmaras Municipais da UGRHI 1";2015-03-26;2015-03-31;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-SM/15132/ata-reuniao-de-vereadores-26-03-2015.pdf"
"22";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária do CBH-SM";2015-02-26;2015-03-31;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-SM/15131/ata-reuniao-da-sociedade-civil-26-02-2015.pdf"
"23";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária do CBH-SM";2014-12-10;NA;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/8745/ata-reuniao-plenaria-cbh-sm.pdf"
"24";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária do CBH-SM";2014-09-23;NA;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/8516/ata-reuniao-plenaria-cbh-sm-23-09-2014.pdf"
"25";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária do CBH-SM";2014-03-27;NA;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/8515/ata-reuniao-plenaria-cbh-sm-27-03-2014.pdf"
"26";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária Extraordinaria do CBH-SM";2013-10-10;NA;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/8514/ata-reuniao-plenaria-cbh-sm-10-10-2013.pdf"
"27";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária do CBH-SM";2013-09-12;NA;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/8511/ata-reuniao-plenaria-cbh-sm-12-09-2013.pdf"
"28";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião das Câmaras Técnicas  do CBH-SM";2013-04-11;NA;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/8509/ata-reuniao-das-camaras-tecnicas-11-04-2013.pdf"
"29";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária do CBH-SM";2013-03-28;NA;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/8513/ata-reuniao-plenaria-cbh-sm-28-03-2013.pdf"
"30";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária da Sociedade Civil do CBH-SM";2013-03-21;NA;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/8508/ata-reuniao-da-sociedade-civil-21-03-2013.pdf"
"31";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião com Vereadores";2013-02-26;NA;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/8510/ata-reuniao-de-vereadores-26-02-2013.pdf"
"32";2020-10-21;"http://www.sigrh.sp.gov.br/cbhsm/atas";"Serra da Mantiqueira";1;"ATA da Reunião Plenária do CBH-SM";2012-12-19;NA;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/8512/ata-reuniao-plenaria-cbh-sm-19-12-2012-final.pdf"
"33";2020-10-21;"http://www.sigrh.sp.gov.br/cbhps/atas";"Paraíba do Sul";2;NA;NA;NA;NA;NA
"34";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 3ª Reunião Ordinária de 2019 do CBH-LN";2019-12-13;2020-09-01;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-LN/19020/ata_3-reunia-o_ordina-ria_cbh-ln_2019.pdf"
"35";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 2ª Reunião Ordinária de 2019 do CBH-LN";2019-07-26;2019-12-18;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-LN/18640/ata_2areuniao_ordinaria_cbh-ln_2019.pdf"
"36";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 1ª Reunião Ordinária de 2019 do CBH-LN";2019-03-29;2019-07-31;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-LN/17414/ata_1-reuniao_ordinaria_cbh-ln_2019.pdf"
"37";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 2ª Reunião Ordinária de 2018 do CBH-LN";2018-12-14;2019-04-04;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-LN/15152/ata_2-reuniao_ordinaria_cbh-ln_2018.pdf"
"38";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 1ª Reunião Ordinária do CBH-LN em 2018";2018-06-28;2019-02-05;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-LN/14080/ata_1-reuniao_ordinaria_cbh-ln_2018.pdf"
"39";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 1ª Reunião Extraordinária do CBH-LN em 2018";2018-05-18;2018-07-04;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-LN/13799/ata-da-1-reuniao-extraordinaria-do-cbh-ln-2018.pdf"
"40";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 3ª Reunião Ordinária do CBH-LN em 2017";2017-12-15;2018-07-04;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-LN/13798/ata-da-3-reuniao-ordinaria-do-cbh-ln-2017.pdf"
"41";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 1ª Reunião Extrardinária do CBH-LN em 2017";2017-10-19;2018-07-04;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-LN/13797/ata_1-reuniao_extraordinaria_cbh-ln.pdf"
"42";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 2ª Reunião Ordinária do CBH-LN em 2017";2017-06-30;2018-07-04;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-LN/13796/ata-da-2-reuniao-ordinaria-do-cbh.pdf"
"43";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 1ª Reunião Ordinária do CBH-LN em 2017";2017-03-24;2018-07-04;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-LN/13795/ata-plenaria-24-03-2017.pdf"
"44";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 2ª Reunião Ordinária do CBH-LN em 2016";2016-12-16;2017-03-28;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-LN/12076/ata-plenaria-16-12-2016.pdf"
"45";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 1ª Reunião Ordinária do CBH-LN em 2016";2016-06-17;2016-12-20;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-LN/11876/ata-plenaria-17-06-2016.pdf"
"46";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 1ª Reunião Ordinária do CBH-LN em 2015";2015-03-27;2015-08-04;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/9253/ata-plenaria-27-03-2015.pdf"
"47";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata III Reunião Ordinária de 2014";2014-12-12;2015-03-30;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/8560/ata-plenaria-12-12-2014.pdf"
"48";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 1ª Reunião Extraordinária do CBH-LN em 2014";2014-10-17;2014-12-12;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/8177/ata-plenaria-17-10-2014.pdf"
"49";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 2ª Reunião Ordinária do CBH-LN em 2014";2014-09-05;2014-10-17;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/8178/ata-ii-reuniao-plenaia-cbh-ln-05-09-2014.pdf"
"50";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 1ª Reunião Ordinária do CBH-LN em 2014";2014-04-02;2014-09-05;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/8179/ata-plenaria-02_04_2014.pdf"
"51";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"ATA DA 2ª REUNIÃO ORDINÁRIA DO CBH-LN EM 2010";2010-07-23;2010-10-25;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/1289/ata-plenaria-23-07-2010.pdf"
"52";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"ATA DA 1ª REUNIÃO ORDINÁRIA DO CBH-LN EM 2010";2010-03-19;2010-10-25;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/1288/ata-plenaria-19-03-2010.pdf"
"53";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"ATA DA 3ª REUNIÃO ORDINÁRIA DO CBH-LN EM 2009";2009-12-11;2010-10-25;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/1287/ata-plenaria-28-11-2008-final.doc"
"54";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"ATA DA  2ª REUNIÃO ORDINÁRIA DO CBH-LN EM 2009";2009-05-29;2010-10-25;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/1286/ata-plenaria-29-05-2009.pdf"
"55";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"ATA DA 1ª REUNIÃO ORDINÁRIA DO CBH-LN EM 2009";2009-03-13;2009-06-18;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/1090/ata-plenaria-13-03-2009.doc"
"56";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"ATA DA 2ª REUNIÃO ORDINÁRIA DO CBH-LN EM 2008";2008-12-28;2009-03-24;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/1082/ata-plenaria-28-11-2008-final.doc"
"57";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"ATA DA 2ª REUNIÃO EXTRAORDINÁRIA ";2008-07-15;2008-12-08;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/1038/ata-plenaria-15-07-2008.doc"
"58";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"ATA DA 2ª REUNIÃO PLENÁRIA DO CBH-LN EM 2008";2008-06-16;2008-07-17;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/977/ata-plenaria-16-06-08-0.doc"
"59";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"ATA DA 2ª REUNIÃO PLENÁRIA DO CBH-LN EM 2008";2008-06-16;2008-07-17;"ata_2";"http://www.sigrh.sp.gov.br/public/uploads/records/977/ata-plenaria-16-06-08.doc"
"60";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"ATA DA 1ª REUNIÃO ORDINÁRIA DO CBH-LN EM 2008";2008-03-07;2008-06-26;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/976/ata-plenaria-7-03-2008.doc"
"61";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"ATA DA 4ª REUNIÃO ORDINÁRIA DO CBH-LN EM 2007";2007-12-07;2008-03-13;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/947/ata-plenaria-do-cbh-ln-7-12-2007.doc"
"62";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"ATA DA 3ª REUNIÃO ORDINÁRIA DO CBH-LN EM 2007";2007-08-31;2007-12-14;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/926/ata-reuniao-plenaria-31-8-07.doc"
"63";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"ATA DA 2ª REUNIÃO PLENÁRIA DO CBH-LN EM 2007";2007-06-01;2007-09-06;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/909/ata-01-de-junho-de-07.doc"
"64";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"ATA DA 1ª REUNIÃO PLENÁRIA DO CBH-LN EM 2007";2007-03-02;2007-06-04;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/885/ata-reuniao-2-3-2007.doc"
"65";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"ATA DA 4ª REUNIÃO PLENÁRIA DO CBH-LN";2006-12-01;2007-05-22;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/883/ata-reuniao-011206.doc"
"66";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"ATA DA 3ª REUNIÃO PLENÁRIA DO CBH-LN ";2006-12-01;2007-05-22;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/884/ata-plenaria-06-10-2006.doc"
"67";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da Reunião de 19 de Maio de 2006";2006-10-06;2006-10-25;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/835/ata-reuniao-19-de-maio-revisada.doc"
"68";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;" Ata da 1ª Reunião Ordinária de 2006 ";2006-02-08;2006-07-06;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/820/ata-8-de-fevereiro-06.doc"
"69";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 3ª Reunião Ordinária de 2005";2005-12-02;2006-02-22;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/726/ata-de-02-12-05.htm"
"70";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 2ª Reunião Ordinária de 2005 ";2005-05-20;2006-02-06;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/724/ata-reuniao-20-maio-05.doc"
"71";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 1ª Reunião Ordinária de 2005 do CBH-LN";2005-05-04;2007-09-06;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/910/ata-4-de-marco-05.doc"
"72";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 2ª Reunião Ordinária de 2004 do CBH-LN";2004-12-03;2007-09-06;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/911/cbh-ln-ata-3-de-dezembro-04.doc"
"73";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da reunião da CTTEA de set. 2004";2004-10-28;2004-10-04;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/621/ata-09-04.doc"
"74";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da I reunião ordinária do CBHLN de 2004";2004-01-22;2004-07-20;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/588/cbh-ln-ata-da-22-01-041.doc"
"75";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 3° reunião ordinária do CBHLN de 2003";2003-11-19;2004-07-20;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/589/ata-reuniao-19-11-03.doc"
"76";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 2ª reunião do CBHLN de 2003";2003-05-15;2004-07-20;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/587/ata-cbh-ln-15-5-03-final.doc"
"77";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da reunião ordinária do CBHLN de 2001";2001-04-05;2004-07-20;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/586/ata-5-de-abril.doc"
"78";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 5ª Reunião Extraordinária do CBH-LN";1999-09-15;NA;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/397/ataex0599ln.html"
"79";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 4ª Reunião Extraordinária do CBH-LN";1999-08-26;NA;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/393/ataex0499ln.html"
"80";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 3ª Reunião Extraordinária do Comitê das Bacias Hidrográfica do Litoral Norte - CBH-LN - 1999";1999-07-15;NA;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/388/ataex0399ln.html"
"81";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 1ª Reunião Ordinária do Comitê das Bacias Hidrográficas do Litoral Norte 1999";1999-06-15;NA;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/304/ata0199ln.html"
"82";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 2ª Reunião Extraordinária do Comitê das Bacias Hidrográficas do Litoral Norte - 1999";1999-05-11;NA;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/381/ataex0299ln.html"
"83";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 1ª Reunião do Comitê das Bacias Hidrográfica do Litoral Norte - 1998";1998-09-01;NA;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/302/ata0198ln.html"
"84";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 1ª Reunião Extraordinária - CBH-LN/1998";1998-04-23;NA;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/375/ataex0198ln.html"
"85";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 4ª Reunião Extraordinária do Comitê das Bacias Hidrográficas do Litoral Norte - 1997";1997-12-10;NA;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/391/ataex0497ln.html"
"86";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 3ª Reunião Extraorninária do CBH-LN";1997-11-13;NA;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/385/ataex0397ln.htm"
"87";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 3ª Reunião Extraordinária do Comitê das Bacias Hidrográfica do Litoral Norte - 1997";1997-11-13;NA;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/403/ataex10397ln.html"
"88";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 3ª Reunião Extraordinária do CBH-LN";1997-11-13;NA;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/383/ataex0397a_ln.html"
"89";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da 1ª Reunião Extraordinária do Comitê das Bacias Hidrográficas do Litoral Norte - 1997";1997-09-19;NA;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/373/ataex0197ln.html"
"90";2020-10-21;"http://www.sigrh.sp.gov.br/cbhln/atas";"Litoral Norte";3;"Ata da Reunião de Lançamento do Comitê de Bacias Hidrográficas do Litoral Norte - 1997";1997-08-02;NA;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records/413/atalanc97ln.html"
"91";2020-10-21;"http://www.sigrh.sp.gov.br/cbhpardo/atas";"Pardo";4;"71ª Reunião Ordinária";2020-03-06;2020-07-17;"ata_1";"http://www.sigrh.sp.gov.br/public/uploads/records//CBH-PARDO/18912/71-ata-06_03_2020.pdf"
